PlotData_CLPH_Threshold5_Insecticide204.Density,PlotData_CLPH_Threshold5_Insecticide204.NE,PlotData_CLPH_Threshold5_Insecticide204.Type,PlotData_CLPH_Threshold5_Insecticide204.Means,PlotData_CLPH_Threshold5_Insecticide204.SD,PlotData_CLPH_Threshold5_Insecticide204.Ymin,PlotData_CLPH_Threshold5_Insecticide204.Ymax,PlotData_CLPH_Threshold5_Insecticide204.Threshold,PlotData_CLPH_Threshold5_Insecticide204.Insecticide,PlotData_CLPH_Percent_Threshold5_Insecticide204.Density,PlotData_CLPH_Percent_Threshold5_Insecticide204.NE,PlotData_CLPH_Percent_Threshold5_Insecticide204.Type,PlotData_CLPH_Percent_Threshold5_Insecticide204.Means,PlotData_CLPH_Percent_Threshold5_Insecticide204.SD,PlotData_CLPH_Percent_Threshold5_Insecticide204.Ymin,PlotData_CLPH_Percent_Threshold5_Insecticide204.Ymax,PlotData_CLPH_Percent_Threshold5_Insecticide204.Threshold,PlotData_CLPH_Percent_Threshold5_Insecticide204.Insecticide,PlotData_LPH_Threshold5_Insecticide204.Density,PlotData_LPH_Threshold5_Insecticide204.NE,PlotData_LPH_Threshold5_Insecticide204.Type,PlotData_LPH_Threshold5_Insecticide204.Means,PlotData_LPH_Threshold5_Insecticide204.SD,PlotData_LPH_Threshold5_Insecticide204.Ymin,PlotData_LPH_Threshold5_Insecticide204.Ymax,PlotData_LPH_Threshold5_Insecticide204.Threshold,PlotData_LPH_Threshold5_Insecticide204.Insecticide,PlotData_YL_Threshold5_Insecticide204.Density,PlotData_YL_Threshold5_Insecticide204.NE,PlotData_YL_Threshold5_Insecticide204.Type,PlotData_YL_Threshold5_Insecticide204.Means,PlotData_YL_Threshold5_Insecticide204.SD,PlotData_YL_Threshold5_Insecticide204.Ymin,PlotData_YL_Threshold5_Insecticide204.Ymax,PlotData_YL_Threshold5_Insecticide204.Threshold,PlotData_YL_Threshold5_Insecticide204.Insecticide,Crop
5,0.01,NS,-198.278139404262,90.9172001919005,-289.195339596162,-107.360939212361,5,203.923835125448,5,0.01,NS,-73.4865740835983,33.7477670815002,-107.234341165098,-39.7388070020981,5,203.923835125448,5,0.01,NS,270.059716160596,0.540589981048334,269.519126179548,270.600306141644,5,203.923835125448,5,0.01,NS,24.5483364443582,0.0491391121736688,24.4991973321845,24.5974755565319,5,203.923835125448,Barley
5,0.01,ET,-198.278139404262,90.9172001919005,-289.195339596162,-107.360939212361,5,203.923835125448,5,0.01,ET,-73.4865740835983,33.7477670815002,-107.234341165098,-39.7388070020981,5,203.923835125448,5,0.01,ET,270.059716160596,0.540589981048334,269.519126179548,270.600306141644,5,203.923835125448,5,0.01,ET,24.5483364443582,0.0491391121736688,24.4991973321845,24.5974755565319,5,203.923835125448,Barley
5,0.01,AS,0,0,0,0,5,203.923835125448,5,0.01,AS,0,0,0,0,5,203.923835125448,5,0.01,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.01,AS,0,,0,0,5,203.923835125448,Barley
5,0.1,NS,-185.526963178194,86.0083988522817,-271.535362030476,-99.5185643259128,5,203.923835125448,5,0.1,NS,-72.8257648630034,34.2963807816441,-107.122145644647,-38.5293840813593,5,203.923835125448,5,0.1,NS,257.308539934529,5.51392618195667,251.794613752573,262.822466116486,5,203.923835125448,5,0.1,NS,23.3892662650755,0.501210863157301,22.8880554019182,23.8904771282328,5,203.923835125448,Barley
5,0.1,ET,-185.526963178194,86.0083988522817,-271.535362030476,-99.5185643259128,5,203.923835125448,5,0.1,ET,-72.8257648630034,34.2963807816441,-107.122145644647,-38.5293840813593,5,203.923835125448,5,0.1,ET,257.308539934529,5.51392618195667,251.794613752573,262.822466116486,5,203.923835125448,5,0.1,ET,23.3892662650755,0.501210863157301,22.8880554019182,23.8904771282328,5,203.923835125448,Barley
5,0.1,AS,0,0,0,0,5,203.923835125448,5,0.1,AS,0,0,0,0,5,203.923835125448,5,0.1,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.1,AS,0,,0,0,5,203.923835125448,Barley
5,0.2,NS,-170.880775103845,80.3055405431929,-251.186315647038,-90.5752345606518,5,203.923835125448,5,0.2,NS,-72.0147899636046,34.9620775753364,-106.976867538941,-37.0527123882682,5,203.923835125448,5,0.2,NS,242.662351860179,11.2933456024517,231.369006257728,253.955697462631,5,203.923835125448,5,0.2,NS,22.0579401966932,1.02655540314136,21.0313847935519,23.0844955998346,5,203.923835125448,Barley
5,0.2,ET,-170.880775103845,80.3055405431929,-251.186315647038,-90.5752345606518,5,203.923835125448,5,0.2,ET,-72.0147899636046,34.9620775753364,-106.976867538941,-37.0527123882682,5,203.923835125448,5,0.2,ET,242.662351860179,11.2933456024517,231.369006257728,253.955697462631,5,203.923835125448,5,0.2,ET,22.0579401966932,1.02655540314136,21.0313847935519,23.0844955998346,5,203.923835125448,Barley
5,0.2,AS,0,0,0,0,5,203.923835125448,5,0.2,AS,0,0,0,0,5,203.923835125448,5,0.2,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.2,AS,0,,0,0,5,203.923835125448,Barley
5,0.3,NS,-155.651666091585,74.2934708000782,-229.945136891663,-81.3581952915071,5,203.923835125448,5,0.3,NS,-71.1049941310766,35.6990322844884,-106.804026415565,-35.4059618465882,5,203.923835125448,5,0.3,NS,227.43324284792,17.3876035545048,210.045639293416,244.820846402425,5,203.923835125448,5,0.3,NS,20.6736259049534,1.58051914626272,19.0931067586907,22.2541450512161,5,203.923835125448,Barley
5,0.3,ET,-155.651666091585,74.2934708000782,-229.945136891663,-81.3581952915071,5,203.923835125448,5,0.3,ET,-71.1049941310766,35.6990322844884,-106.804026415565,-35.4059618465882,5,203.923835125448,5,0.3,ET,227.43324284792,17.3876035545048,210.045639293416,244.820846402425,5,203.923835125448,5,0.3,ET,20.6736259049534,1.58051914626272,19.0931067586907,22.2541450512161,5,203.923835125448,Barley
5,0.3,AS,0,0,0,0,5,203.923835125448,5,0.3,AS,0,0,0,0,5,203.923835125448,5,0.3,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.3,AS,0,,0,0,5,203.923835125448,Barley
5,0.4,NS,-139.73059617157,67.9056590502721,-207.636255221842,-71.8249371212974,5,203.923835125448,5,0.4,NS,-70.0704557011402,36.5243671893701,-106.59482289051,-33.5460885117702,5,203.923835125448,5,0.4,NS,211.512172927904,23.8637395100212,187.648433417883,235.375912437926,5,203.923835125448,5,0.4,NS,19.2264115768446,2.16919603127301,17.0572155455716,21.3956076081176,5,203.923835125448,Barley
5,0.4,ET,-139.73059617157,67.9056590502721,-207.636255221842,-71.8249371212974,5,203.923835125448,5,0.4,ET,-70.0704557011402,36.5243671893701,-106.59482289051,-33.5460885117702,5,203.923835125448,5,0.4,ET,211.512172927904,23.8637395100212,187.648433417883,235.375912437926,5,203.923835125448,5,0.4,ET,19.2264115768446,2.16919603127301,17.0572155455716,21.3956076081176,5,203.923835125448,Barley
5,0.4,AS,0,0,0,0,5,203.923835125448,5,0.4,AS,0,0,0,0,5,203.923835125448,5,0.4,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.4,AS,0,,0,0,5,203.923835125448,Barley
5,0.5,NS,-122.965845499013,61.0472036590383,-184.013049158051,-61.9186418399749,5,203.923835125448,5,0.5,NS,-68.8731609206483,37.4624827742038,-106.335643694852,-31.4106781464445,5,203.923835125448,5,0.5,NS,194.747422255348,30.8169862233576,163.93043603199,225.564408478706,5,203.923835125448,5,0.5,NS,17.7025057736513,2.80124278399278,14.9012629896585,20.5037485576441,5,203.923835125448,Barley
5,0.5,ET,-122.965845499013,61.0472036590383,-184.013049158051,-61.9186418399749,5,203.923835125448,5,0.5,ET,-68.8731609206483,37.4624827742038,-106.335643694852,-31.4106781464445,5,203.923835125448,5,0.5,ET,194.747422255348,30.8169862233576,163.93043603199,225.564408478706,5,203.923835125448,5,0.5,ET,17.7025057736513,2.80124278399278,14.9012629896585,20.5037485576441,5,203.923835125448,Barley
5,0.5,AS,0,0,0,0,5,203.923835125448,5,0.5,AS,0,0,0,0,5,203.923835125448,5,0.5,AS,195.411142351623,195.411142351623,195.411142351623,195.411142351623,5,203.923835125448,5,0.5,AS,0,,0,0,5,203.923835125448,Barley
