Density,NE,Crop,Type,Means,SD,Ymin,Ymax,Threshold,Insecticide
5,0.01,OSR,NS,61.0000820650531,6.23673739243964,54.7633446726134,67.2368194574927,5,0.25
5,0.01,OSR,ET,51.3981309176054,3.01733620489915,48.3807947127063,54.4154671225046,5,0.25
5,0.01,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.1,OSR,NS,58.3996307440619,6.17942188254772,52.2202088615141,64.5790526266096,5,0.25
5,0.1,OSR,ET,50.1386084354625,3.30232905880839,46.8362793766541,53.4409374942709,5,0.25
5,0.1,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.2,OSR,NS,55.9263155590201,6.11366636866963,49.8126491903505,62.0399819276897,5,0.25
5,0.2,OSR,ET,49.1132957564443,3.55994169316189,45.5533540632824,52.6732374496062,5,0.25
5,0.2,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.3,OSR,NS,53.3166538666611,5.56047597094554,47.7561778957155,58.8771298376066,5,0.25
5,0.3,OSR,ET,47.686812181828,3.54488278996643,44.1419293918616,51.2316949717944,5,0.25
5,0.3,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.4,OSR,NS,50.1309209632491,5.47281843866323,44.6581025245859,55.6037394019123,5,0.25
5,0.4,OSR,ET,45.7355083448373,3.88788816342338,41.8476201814139,49.6233965082607,5,0.25
5,0.4,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.5,OSR,NS,47.5127417012281,4.90925870157592,42.6034829996522,52.4220004028041,5,0.25
5,0.5,OSR,ET,43.9247846747179,3.6722451510818,40.2525395236361,47.5970298257997,5,0.25
5,0.5,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
5,0.6,OSR,NS,45.0510934730248,4.63290842648439,40.4181850465404,49.6840018995092,5,0.25
5,0.6,OSR,ET,42.0561767516248,3.63064802100756,38.4255287306173,45.6868247726324,5,0.25
5,0.6,OSR,AS,229.043741927258,229.043741927258,229.043741927258,229.043741927258,5,0.25
