Density,NE,Crop,Type,Means,SD,Ymin,Ymax,Threshold,Insecticide
5,0.01,Wheat,NS,26.039483598572,0.124627582706052,25.914856015866,26.1641111812781,5,0.25
5,0.01,Wheat,ET,26.039483598572,0.124627582706052,25.914856015866,26.1641111812781,5,0.25
5,0.01,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.1,Wheat,NS,21.2578689782179,1.32240949135146,19.9354594868665,22.5802784695694,5,0.25
5,0.1,Wheat,ET,21.2578689782179,1.32240949135146,19.9354594868665,22.5802784695694,5,0.25
5,0.1,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.2,Wheat,NS,15.4915661343614,2.84117627126576,12.6503898630956,18.3327424056271,5,0.25
5,0.2,Wheat,ET,15.4915661343614,2.84117627126576,12.6503898630956,18.3327424056271,5,0.25
5,0.2,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.3,Wheat,NS,9.15247322982892,4.61181482868786,4.54065840114106,13.7642880585168,5,0.25
5,0.3,Wheat,ET,9.15247322982892,4.61181482868786,4.54065840114106,13.7642880585168,5,0.25
5,0.3,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.4,Wheat,NS,3.63890981296087,5.27457910684142,0,8.91348891980229,5,0.25
5,0.4,Wheat,ET,3.63897502619258,5.27453407182042,0,8.913509098013,5,0.25
5,0.4,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.5,Wheat,NS,1.70010051459856,4.45280173485405,0,6.1529022494526,5,0.25
5,0.5,Wheat,ET,1.70021951350969,4.45275625524783,0,6.15297576875751,5,0.25
5,0.5,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.6,Wheat,NS,1.07530885679311,3.80175058767692,0,4.87705944447003,5,0.25
5,0.6,Wheat,ET,1.07544278770589,3.80171266810862,0,4.87715545581451,5,0.25
5,0.6,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.7,Wheat,NS,0.776102154264944,3.36478023601974,0,4.14088239028469,5,0.25
5,0.7,Wheat,ET,0.776242789341735,3.36474776550571,0,4.14099055484745,5,0.25
5,0.7,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.8,Wheat,NS,0.604939858922401,3.04865050035082,0,3.65359035927322,5,0.25
5,0.8,Wheat,ET,0.605083236611741,3.04862202169731,0,3.65370525830905,5,0.25
5,0.8,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,0.9,Wheat,NS,0.48960535119379,2.81844100488824,0,3.30804635608203,5,0.25
5,0.9,Wheat,ET,0.489750862026224,2.81841570224148,0,3.3081665642677,5,0.25
5,0.9,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
5,1,Wheat,NS,0.408831153291961,2.64989994134106,0,3.05873109463302,5,0.25
5,1,Wheat,ET,0.408978035430668,2.64987725748143,0,3.0588552929121,5,0.25
5,1,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.01,Wheat,NS,53.8403259353416,0.124627582706052,53.7156983526355,53.9649535180476,5,0.25
7.5,0.01,Wheat,ET,52.374425821031,0.0869274829020716,52.287498338129,52.4613533039331,5,0.25
7.5,0.01,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.1,Wheat,NS,49.0587113149875,1.32240949135146,47.736301823636,50.3811208063389,5,0.25
7.5,0.1,Wheat,ET,48.5202708008308,1.13814923955161,47.3821215612792,49.6584200403824,5,0.25
7.5,0.1,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.2,Wheat,NS,43.292408471131,2.84117627126576,40.4512321998652,46.1335847423967,5,0.25
7.5,0.2,Wheat,ET,43.2057599360657,2.69108498347621,40.5146749525895,45.8968449195419,5,0.25
7.5,0.2,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.3,Wheat,NS,36.9533155665985,4.61181482868786,32.3415007379106,41.5651303952864,5,0.25
7.5,0.3,Wheat,ET,36.9192355804028,4.52674096921313,32.3924946111897,41.4459765496159,5,0.25
7.5,0.3,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.4,Wheat,NS,29.9077215249788,6.71547629710972,23.1922452278691,36.6231978220885,5,0.25
7.5,0.4,Wheat,ET,29.8868958120943,6.65751418582832,23.2293816262659,36.5444099979226,5,0.25
7.5,0.4,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.5,Wheat,NS,21.9659749957614,9.27716462019053,12.6888103755709,31.243139615952,5,0.25
7.5,0.5,Wheat,ET,21.9504616741667,9.2324808399601,12.7179808342066,31.1829425141268,5,0.25
7.5,0.5,Wheat,AS,264.456786403693,264.456786403693,264.456786403693,264.456786403693,5,0.25
7.5,0.6,Wheat,NS,13.5386274856376,11.5345810125422,2.00404647309537,25.0732084981798,5,0.25
